행정주소,총인구,세대수,세대당인구,남자인구,여자인구,남여비율
부산광역시 금정구 청룡노포동,"9,635","4,461",2.16,"4,718","4,917",0.96
부산광역시 금정구 남산동,"27,206","13,851",1.96,"13,217","13,989",0.94
부산광역시 금정구 구서제1동,"19,025","7,967",2.39,"8,989","10,036",0.9
부산광역시 금정구 구서제2동,"31,763","13,252",2.4,"15,175","16,588",0.91
부산광역시 금정구 금성동,976,462,2.11,477,499,0.96
부산광역시 강서구,"143,029","62,466",2.29,"74,162","68,867",1.08
부산광역시 강서구 대저1동,"6,087","3,559",1.71,"3,362","2,725",1.23
부산광역시 강서구 대저2동,"6,844","3,660",1.87,"3,842","3,002",1.28
부산광역시 강서구 강동동,"4,032","2,473",1.63,"2,150","1,882",1.14
부산광역시 강서구 명지1동,"54,132","21,317",2.54,"27,165","26,967",1.01
부산광역시 강서구 명지2동,"30,137","10,383",2.9,"15,037","15,100",1.0
부산광역시 강서구 가락동,"2,212","1,297",1.71,"1,196","1,016",1.18
부산광역시 강서구 녹산동,"35,381","17,148",2.06,"19,188","16,193",1.18
부산광역시 강서구 가덕도동,"4,204","2,629",1.6,"2,222","1,982",1.12
부산광역시 연제구,"203,012","93,852",2.16,"97,248","105,764",0.92
부산광역시 연제구 거제제1동,"28,236","11,251",2.51,"13,573","14,663",0.93
부산광역시 연제구 거제제2동,"12,581","4,746",2.65,"5,945","6,636",0.9
부산광역시 연제구 거제제3동,"9,623","4,638",2.07,"4,546","5,077",0.9
부산광역시 연제구 거제제4동,"9,854","4,037",2.44,"4,816","5,038",0.96
부산광역시 연제구 연산제1동,"16,330","7,122",2.29,"7,953","8,377",0.95
부산광역시 연제구 연산제2동,"20,012","9,107",2.2,"9,538","10,474",0.91
부산광역시 연제구 연산제3동,"10,819","5,221",2.07,"5,216","5,603",0.93
부산광역시 연제구 연산제4동,"15,704","8,607",1.82,"7,512","8,192",0.92
부산광역시 연제구 연산제5동,"16,571","10,494",1.58,"7,842","8,729",0.9
부산광역시 연제구 연산제6동,"16,121","8,120",1.99,"7,722","8,399",0.92
부산광역시 연제구 연산제8동,"13,579","6,077",2.23,"6,614","6,965",0.95
부산광역시 연제구 연산제9동,"33,582","14,432",2.33,"15,971","17,611",0.91
부산광역시 수영구,"175,470","88,211",1.99,"82,309","93,161",0.88
부산광역시 수영구 남천제1동,"15,976","7,259",2.2,"7,327","8,649",0.85
부산광역시 수영구 남천제2동,"12,882","5,346",2.41,"5,986","6,896",0.87
부산광역시 수영구 수영동,"14,102","7,734",1.82,"6,718","7,384",0.91
부산광역시 수영구 망미제1동,"26,854","12,425",2.16,"12,756","14,098",0.9
부산광역시 수영구 망미제2동,"10,229","4,865",2.1,"4,989","5,240",0.95
부산광역시 수영구 광안제1동,"25,750","14,720",1.75,"11,903","13,847",0.86
부산광역시 수영구 광안제2동,"18,632","9,942",1.87,"8,611","10,021",0.86
부산광역시 수영구 광안제3동,"9,585","6,232",1.54,"4,454","5,131",0.87
부산광역시 수영구 광안제4동,"13,451","6,325",2.13,"6,073","7,378",0.82
부산광역시 수영구 민락동,"28,009","13,363",2.1,"13,492","14,517",0.93
부산광역시 사상구,"203,314","99,353",2.05,"102,167","101,147",1.01
부산광역시 사상구 삼락동,"5,466","3,033",1.8,"2,866","2,600",1.1
부산광역시 사상구 모라제1동,"27,046","12,376",2.19,"13,470","13,576",0.99
부산광역시 사상구 모라제3동,"9,628","6,421",1.5,"4,555","5,073",0.9
부산광역시 사상구 덕포제1동,"8,291","4,175",1.99,"4,230","4,061",1.04
부산광역시 사상구 덕포제2동,"12,458","5,736",2.17,"6,299","6,159",1.02
부산광역시 사상구 괘법동,"24,683","14,619",1.69,"12,696","11,987",1.06
부산광역시 사상구 감전동,"12,506","7,018",1.78,"6,612","5,894",1.12
부산광역시 사상구 주례제1동,"16,686","7,147",2.33,"8,457","8,229",1.03
부산광역시 사상구 주례제2동,"22,022","11,278",1.95,"11,028","10,994",1.0
부산광역시 사상구 주례제3동,"12,482","5,630",2.22,"6,087","6,395",0.95
부산광역시 사상구 학장동,"27,091","12,047",2.25,"13,424","13,667",0.98
부산광역시 사상구 엄궁동,"24,955","9,873",2.53,"12,443","12,512",0.99
부산광역시 기장군,"179,441","79,623",2.25,"88,850","90,591",0.98
부산광역시 기장군 기장읍,"52,702","26,138",2.02,"25,704","26,998",0.95
부산광역시 기장군 장안읍,"8,805","4,999",1.76,"4,749","4,056",1.17
부산광역시 기장군 정관읍,"80,837","32,054",2.52,"40,015","40,822",0.98
부산광역시 기장군 일광읍,"29,284","12,496",2.34,"14,425","14,859",0.97
부산광역시 기장군 철마면,"7,813","3,936",1.99,"3,957","3,856",1.03
대구광역시,"2,357,032","1,075,529",2.19,"1,158,397","1,198,635",0.97
대구광역시 중구,"83,702","42,468",1.97,"40,089","43,613",0.92
대구광역시 중구 동인동,"8,384","5,049",1.66,"4,188","4,196",1.0
대구광역시 중구 삼덕동,"6,306","4,047",1.56,"3,023","3,283",0.92
대구광역시 중구 성내1동,"4,794","3,442",1.39,"2,291","2,503",0.92
대구광역시 중구 성내2동,"5,069","3,199",1.58,"2,539","2,530",1.0
대구광역시 중구 성내3동,"4,874","2,305",2.11,"2,445","2,429",1.01
대구광역시 중구 대신동,"7,468","3,234",2.31,"3,611","3,857",0.94
대구광역시 중구 남산1동,"4,342","2,515",1.73,"2,055","2,287",0.9
대구광역시 중구 남산2동,"7,356","3,350",2.2,"3,497","3,859",0.91
대구광역시 중구 남산3동,"6,338","2,830",2.24,"2,889","3,449",0.84
대구광역시 중구 남산4동,"16,234","6,790",2.39,"7,633","8,601",0.89
대구광역시 중구 대봉1동,"7,829","3,579",2.19,"3,657","4,172",0.88
대구광역시 중구 대봉2동,"4,708","2,128",2.21,"2,261","2,447",0.92
대구광역시 동구,"339,677","160,454",2.12,"166,570","173,107",0.96
대구광역시 동구 신암1동,"8,729","4,513",1.93,"4,357","4,372",1.0
대구광역시 동구 신암2동,"10,080","4,421",2.28,"4,758","5,322",0.89
대구광역시 동구 신암3동,"11,289","4,937",2.29,"5,538","5,751",0.96
대구광역시 동구 신암4동,"11,876","6,580",1.8,"5,896","5,980",0.99
대구광역시 동구 신암5동,"7,665","3,793",2.02,"3,658","4,007",0.91
대구광역시 동구 신천1.2동,"12,236","5,973",2.05,"5,741","6,495",0.88
대구광역시 동구 신천3동,"14,679","6,452",2.28,"7,254","7,425",0.98
대구광역시 동구 신천4동,"8,301","5,092",1.63,"4,084","4,217",0.97
대구광역시 동구 효목1동,"12,887","6,844",1.88,"6,382","6,505",0.98
대구광역시 동구 효목2동,"13,250","6,576",2.01,"6,323","6,927",0.91
대구광역시 동구 도평동,"3,849","2,045",1.88,"2,076","1,773",1.17
대구광역시 동구 불로.봉무동,"20,840","8,781",2.37,"10,249","10,591",0.97
대구광역시 동구 지저동,"13,896","6,813",2.04,"6,934","6,962",1.0
대구광역시 동구 동촌동,"15,061","7,741",1.95,"7,557","7,504",1.01
대구광역시 동구 방촌동,"18,237","8,347",2.18,"8,785","9,452",0.93
대구광역시 동구 해안동,"14,626","7,184",2.04,"7,321","7,305",1.0
대구광역시 동구 안심1동,"40,484","19,611",2.06,"19,681","20,803",0.95
대구광역시 동구 안심2동,"12,785","5,801",2.2,"6,353","6,432",0.99
대구광역시 동구 안심3동,"21,523","8,664",2.48,"10,445","11,078",0.94
대구광역시 동구 안심4동,"27,893","11,774",2.37,"13,776","14,117",0.98
대구광역시 동구 혁신동,"18,293","8,718",2.1,"9,031","9,262",0.98
대구광역시 동구 공산동,"21,198","9,794",2.16,"10,371","10,827",0.96
대구광역시 서구,"159,646","81,623",1.96,"79,405","80,241",0.99
대구광역시 서구 내당1동,"10,072","4,935",2.04,"4,967","5,105",0.97
대구광역시 서구 내당2.3동,"9,050","4,831",1.87,"4,363","4,687",0.93
대구광역시 서구 내당4동,"15,704","7,906",1.99,"7,514","8,190",0.92
대구광역시 서구 비산1동,"9,160","4,823",1.9,"4,648","4,512",1.03
대구광역시 서구 비산2.3동,"8,735","4,943",1.77,"4,269","4,466",0.96
대구광역시 서구 비산4동,"9,306","4,659",2.0,"4,493","4,813",0.93
대구광역시 서구 비산5동,"5,734","3,281",1.75,"2,906","2,828",1.03
대구광역시 서구 비산6동,"7,224","3,723",1.94,"3,551","3,673",0.97
대구광역시 서구 비산7동,"9,304","5,325",1.75,"4,910","4,394",1.12
대구광역시 서구 평리1동,"7,364","3,906",1.89,"3,703","3,661",1.01
대구광역시 서구 평리2동,"7,589","3,523",2.15,"3,693","3,896",0.95
대구광역시 서구 평리3동,"9,374","4,969",1.89,"4,706","4,668",1.01
대구광역시 서구 평리4동,"17,154","8,346",2.06,"8,494","8,660",0.98
대구광역시 서구 평리5동,"2,551","1,280",1.99,"1,342","1,209",1.11
대구광역시 서구 평리6동,"5,035","2,563",1.96,"2,665","2,370",1.12
대구광역시 서구 상중이동,"19,100","8,696",2.2,"9,537","9,563",1.0
대구광역시 서구 원대동,"7,190","3,914",1.84,"3,644","3,546",1.03
대구광역시 남구,"141,577","76,714",1.85,"67,662","73,915",0.92
대구광역시 남구 이천동,"12,022","5,649",2.13,"5,683","6,339",0.9
대구광역시 남구 봉덕1동,"8,678","5,098",1.7,"4,171","4,507",0.93
대구광역시 남구 봉덕2동,"13,007","5,742",2.27,"6,141","6,866",0.89
대구광역시 남구 봉덕3동,"15,633","8,124",1.92,"7,402","8,231",0.9
대구광역시 남구 대명1동,"10,751","5,743",1.87,"5,231","5,520",0.95
대구광역시 남구 대명2동,"11,993","7,041",1.7,"5,675","6,318",0.9
대구광역시 남구 대명3동,"10,376","6,223",1.67,"5,109","5,267",0.97
대구광역시 남구 대명4동,"10,378","5,781",1.8,"4,991","5,387",0.93
대구광역시 남구 대명5동,"5,785","3,415",1.69,"2,720","3,065",0.89
대구광역시 남구 대명6동,"11,435","6,059",1.89,"5,461","5,974",0.91
대구광역시 남구 대명9동,"14,794","8,265",1.79,"7,203","7,591",0.95
대구광역시 남구 대명10동,"8,617","4,942",1.74,"4,051","4,566",0.89
대구광역시 남구 대명11동,"8,108","4,632",1.75,"3,824","4,284",0.89
대구광역시 북구,"426,202","192,245",2.22,"211,654","214,548",0.99
대구광역시 북구 고성동,"4,674","2,207",2.12,"2,258","2,416",0.93
대구광역시 북구 칠성동,"22,847","10,300",2.22,"10,914","11,933",0.91
대구광역시 북구 침산1동,"3,878","1,989",1.95,"2,059","1,819",1.13
대구광역시 북구 침산2동,"18,226","6,876",2.65,"8,792","9,434",0.93
대구광역시 북구 침산3동,"19,152","7,462",2.57,"9,187","9,965",0.92
대구광역시 북구 산격1동,"8,637","5,087",1.7,"4,279","4,358",0.98
대구광역시 북구 산격2동,"10,363","4,671",2.22,"5,060","5,303",0.95
대구광역시 북구 산격3동,"9,123","6,250",1.46,"4,808","4,315",1.11
대구광역시 북구 산격4동,"8,067","4,449",1.81,"4,233","3,834",1.1
대구광역시 북구 대현동,"16,871","8,878",1.9,"8,492","8,379",1.01
대구광역시 북구 복현1동,"7,421","5,156",1.44,"4,148","3,273",1.27
대구광역시 북구 복현2동,"30,538","12,642",2.42,"15,117","15,421",0.98
대구광역시 북구 검단동,"6,139","3,138",1.96,"3,042","3,097",0.98
대구광역시 북구 무태조야동,"35,318","15,164",2.33,"18,013","17,305",1.04
대구광역시 북구 관문동,"35,271","14,512",2.43,"17,504","17,767",0.99
대구광역시 북구 태전1동,"21,786","10,780",2.02,"10,874","10,912",1.0
대구광역시 북구 태전2동,"23,744","10,835",2.19,"11,602","12,142",0.96
대구광역시 북구 구암동,"33,628","13,365",2.52,"16,455","17,173",0.96
대구광역시 북구 관음동,"15,701","7,390",2.12,"7,927","7,774",1.02
대구광역시 북구 읍내동,"25,890","11,639",2.22,"12,817","13,073",0.98
대구광역시 북구 동천동,"26,983","10,553",2.56,"13,077","13,906",0.94
대구광역시 북구 노원동,"11,006","5,595",1.97,"5,730","5,276",1.09
대구광역시 북구 국우동,"30,939","13,307",2.33,"15,266","15,673",0.97
대구광역시 수성구,"408,697","171,335",2.39,"197,118","211,579",0.93
대구광역시 수성구 범어1동,"16,152","6,235",2.59,"7,687","8,465",0.91
대구광역시 수성구 범어2동,"14,934","6,842",2.18,"7,142","7,792",0.92
대구광역시 수성구 범어3동,"17,187","6,480",2.65,"8,242","8,945",0.92
대구광역시 수성구 범어4동,"19,658","6,665",2.95,"9,700","9,958",0.97
대구광역시 수성구 만촌1동,"21,940","8,851",2.48,"10,670","11,270",0.95
대구광역시 수성구 만촌2동,"10,626","5,015",2.12,"5,302","5,324",1.0
대구광역시 수성구 만촌3동,"19,990","7,165",2.79,"10,442","9,548",1.09
대구광역시 수성구 수성1가동,"17,186","7,064",2.43,"7,836","9,350",0.84
대구광역시 수성구 수성2.3가동,"11,255","4,531",2.48,"5,456","5,799",0.94
대구광역시 수성구 수성4가동,"13,679","5,693",2.4,"6,334","7,345",0.86
대구광역시 수성구 황금1동,"22,733","8,168",2.78,"10,853","11,880",0.91
대구광역시 수성구 황금2동,"11,932","6,064",1.97,"5,702","6,230",0.92
대구광역시 수성구 중동,"12,794","6,413",2.0,"6,331","6,463",0.98
대구광역시 수성구 상동,"15,458","7,727",2.0,"7,444","8,014",0.93
대구광역시 수성구 파동,"11,924","5,329",2.24,"5,695","6,229",0.91
대구광역시 수성구 두산동,"14,745","7,420",1.99,"7,155","7,590",0.94
대구광역시 수성구 지산1동,"20,683","10,373",1.99,"9,848","10,835",0.91
대구광역시 수성구 지산2동,"17,766","7,790",2.28,"8,385","9,381",0.89
대구광역시 수성구 범물1동,"10,810","5,892",1.83,"4,877","5,933",0.82
대구광역시 수성구 범물2동,"16,720","6,660",2.51,"8,056","8,664",0.93
대구광역시 수성구 고산1동,"31,039","11,655",2.66,"15,030","16,009",0.94
대구광역시 수성구 고산2동,"27,613","10,879",2.54,"13,596","14,017",0.97
대구광역시 수성구 고산3동,"31,873","12,424",2.57,"15,335","16,538",0.93
대구광역시 달서구,"534,465","236,794",2.26,"262,408","272,057",0.96
대구광역시 달서구 성당동,"22,380","10,596",2.11,"10,868","11,512",0.94
대구광역시 달서구 두류1.2동,"15,030","8,755",1.72,"7,352","7,678",0.96
대구광역시 달서구 두류3동,"8,479","4,284",1.98,"4,093","4,386",0.93
대구광역시 달서구 감삼동,"28,967","12,412",2.33,"14,092","14,875",0.95
대구광역시 달서구 죽전동,"12,770","6,761",1.89,"6,299","6,471",0.97
대구광역시 달서구 장기동,"16,451","7,122",2.31,"8,060","8,391",0.96
대구광역시 달서구 용산1동,"29,578","12,395",2.39,"14,779","14,799",1.0
대구광역시 달서구 용산2동,"27,250","11,300",2.41,"13,628","13,622",1.0
대구광역시 달서구 이곡1동,"21,870","9,164",2.39,"10,924","10,946",1.0
대구광역시 달서구 이곡2동,"15,612","7,053",2.21,"7,878","7,734",1.02
대구광역시 달서구 신당동,"30,463","17,598",1.73,"15,422","15,041",1.03
대구광역시 달서구 본리동,"19,651","8,014",2.45,"9,674","9,977",0.97
대구광역시 달서구 월성1동,"40,841","13,364",3.06,"19,982","20,859",0.96
대구광역시 달서구 월성2동,"14,996","8,259",1.82,"7,096","7,900",0.9
대구광역시 달서구 진천동,"51,327","21,427",2.4,"25,053","26,274",0.95
대구광역시 달서구 유천동,"33,877","11,042",3.07,"16,676","17,201",0.97
대구광역시 달서구 상인1동,"34,596","12,947",2.67,"16,862","17,734",0.95
대구광역시 달서구 상인2동,"18,695","9,172",2.04,"9,236","9,459",0.98
대구광역시 달서구 상인3동,"10,603","6,154",1.72,"5,042","5,561",0.91
대구광역시 달서구 도원동,"33,924","13,786",2.46,"16,349","17,575",0.93
대구광역시 달서구 송현1동,"18,159","9,966",1.82,"9,030","9,129",0.99
대구광역시 달서구 송현2동,"17,182","9,193",1.87,"8,232","8,950",0.92
대구광역시 달서구 본동,"11,764","6,030",1.95,"5,781","5,983",0.97
대구광역시 달성군,"263,066","113,896",2.31,"133,491","129,575",1.03
대구광역시 달성군 화원읍,"46,876","19,843",2.36,"23,258","23,618",0.98
대구광역시 달성군 논공읍,"4,544","2,405",1.89,"2,459","2,085",1.18
대구광역시 달성군 논공읍공단출장소,"12,379","6,263",1.98,"6,584","5,795",1.14
대구광역시 달성군 다사읍,"52,556","20,631",2.55,"25,949","26,607",0.98
대구광역시 달성군 다사읍서재출장소,"39,634","15,378",2.58,"20,073","19,561",1.03
대구광역시 달성군 유가읍,"29,290","11,318",2.59,"14,842","14,448",1.03
대구광역시 달성군 옥포읍,"24,341","11,033",2.21,"12,252","12,089",1.01
대구광역시 달성군 현풍읍,"22,872","12,123",1.89,"12,046","10,826",1.11
대구광역시 달성군 가창면,"7,533","3,721",2.02,"3,761","3,772",1.0
대구광역시 달성군 하빈면,"3,456","2,015",1.72,"1,887","1,569",1.2
대구광역시 달성군 구지면,"19,585","9,166",2.14,"10,380","9,205",1.13
인천광역시,"2,978,089","1,335,225",2.23,"1,490,065","1,488,024",1.0
인천광역시 중구,"156,240","77,663",2.01,"80,871","75,369",1.07
인천광역시 중구 연안동,"5,611","3,146",1.78,"3,038","2,573",1.18
인천광역시 중구 신포동,"4,796","2,558",1.87,"2,438","2,358",1.03
인천광역시 중구 신흥동,"13,542","6,469",2.09,"6,857","6,685",1.03
인천광역시 중구 도원동,"3,750","2,054",1.83,"1,935","1,815",1.07
인천광역시 중구 율목동,"3,008","1,787",1.68,"1,547","1,461",1.06
